Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\obj\Debug\net9.0\Protos\Sync.cs,24,6,M:System.String.Concat(System.ReadOnlySpan{System.String}),,,,,"byte[] descriptorData = global::System.Convert.FromBase64String(           string.Concat(             ""ChFQcm90b3Mvc3luYy5wcm90bxIEc3luYyJHChRHZXRFbnRpdHlEYXRhUmVx"",             ""dWVzdBIOCgZlbnRpdHkYASABKAkSDAoEcGFnZRgCIAEoBRIRCglwYWdlX3Np"",             ""emUYAyABKAUiYAoZR2V0RW50aXR5RGF0YVNpbmNlUmVxdWVzdBIOCgZlbnRp"",             ""dHkYASABKAkSDAoEcGFnZRgCIAEoBRIRCglwYWdlX3NpemUYAyABKAUSEgoK"",             ""c2luY2VfZGF0ZRgEIAEoCSJkChVHZXRFbnRpdHlEYXRhUmVzcG9uc2USIwoH"",             ""cmVjb3JkcxgBIAMoCzISLnN5bmMuRW50aXR5UmVjb3JkEhAKCGhhc19tb3Jl"",             ""GAIgASgIEhQKDGN1cnJlbnRfcGFnZRgDIAEoBSIWChRHZXRUYWJsZU5hbWVz"",             ""UmVxdWVzdCIXChVHZXRMYXRlc3REYXRlc1JlcXVlc3QiQAoVR2V0VGFibGVO"",             ""YW1lc1Jlc3BvbnNlEhMKC3RhYmxlX25hbWVzGAEgAygJEhIKCnRvdGFsX3Jv"",             ""d3MYAiADKAMikQEKFkdldExhdGVzdERhdGVzUmVzcG9uc2USQwoMbGF0ZXN0"",             ""X2RhdGVzGAEgAygLMi0uc3luYy5HZXRMYXRlc3REYXRlc1Jlc3BvbnNlLkxh"",             ""dGVzdERhdGVzRW50cnkaMgoQTGF0ZXN0RGF0ZXNFbnRyeRILCgNrZXkYASAB"",             ""KAkSDQoFdmFsdWUYAiABKAk6AjgBIm0KDEVudGl0eVJlY29yZBIuCgZmaWVs"",             ""ZHMYASADKAsyHi5zeW5jLkVudGl0eVJlY29yZC5GaWVsZHNFbnRyeRotCgtG"",             ""aWVsZHNFbnRyeRILCgNrZXkYASABKAkSDQoFdmFsdWUYAiABKAk6AjgBMsYC"",             ""CgtTeW5jU2VydmljZRJKCg1HZXRFbnRpdHlEYXRhEhouc3luYy5HZXRFbnRp"",             ""dHlEYXRhUmVxdWVzdBobLnN5bmMuR2V0RW50aXR5RGF0YVJlc3BvbnNlMAES"",             ""SAoNR2V0VGFibGVOYW1lcxIaLnN5bmMuR2V0VGFibGVOYW1lc1JlcXVlc3Qa"",             ""Gy5zeW5jLkdldFRhYmxlTmFtZXNSZXNwb25zZRJUChJHZXRFbnRpdHlEYXRh"",             ""U2luY2USHy5zeW5jLkdldEVudGl0eURhdGFTaW5jZVJlcXVlc3QaGy5zeW5j"",             ""LkdldEVudGl0eURhdGFSZXNwb25zZTABEksKDkdldExhdGVzdERhdGVzEhsu"",             ""c3luYy5HZXRMYXRlc3REYXRlc1JlcXVlc3QaHC5zeW5jLkdldExhdGVzdERh"",             ""dGVzUmVzcG9uc2VCNaoCMkdob3N0Zm9saW9TaWRla2ljay5Qb3J0Zm9saW9W"",             ""aWV3ZXIuQXBpU2VydmljZS5HcnBjYgZwcm90bzM=""));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,382,34,T:System.Uri,,,,,set;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,382,29,T:System.Uri,,,,,get;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,382,2,T:System.Uri,,,,,public Uri? ValidatedUrl
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,183,4,T:System.Net.Http.HttpContent,,,,,var searchResult = await response.Content.ReadFromJsonAsync<object>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,177,4,T:System.Uri,,,,,"var url = $""https://www.googleapis.com/customsearch/v1?q={Uri.EscapeDataString(query)}&key={googleConfig.ApiKey}&cx={googleConfig.EngineId}"";"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,154,3,T:System.Uri,,,,,"return new UrlValidationResult { IsValid = true, ValidatedUrl = parsedUri };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,116,3,T:System.Uri,,,,,"if (!Uri.TryCreate(url, UriKind.Absolute, out Uri? parsedUri))  			{  				return new UrlValidationResult { IsValid = false, ErrorMessage = ""Invalid URL format"" };  			}"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,116,3,"M:System.Uri.TryCreate(System.String,System.UriKind,System.Uri@)",,,,,"if (!Uri.TryCreate(url, UriKind.Absolute, out Uri? parsedUri))  			{  				return new UrlValidationResult { IsValid = false, ErrorMessage = ""Invalid URL format"" };  			}"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,89,4,T:System.Net.Http.HttpContent,,,,,"var result = new FetchResponse  				{  					Url = validationResult.ValidatedUrl!.ToString(),  					StatusCode = (int)response.StatusCode,  					Title = Title,  					Description = Description,  					Keywords = Keywords,  					ContentType = response.Content.Headers.ContentType?.ToString(),  					Content = textOnly ? ExtractTextFromHtml(htmlDoc) : htmlDoc.DocumentNode.OuterHtml,  					MainContent = mainContent  				};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,89,4,T:System.Uri,,,,,"var result = new FetchResponse  				{  					Url = validationResult.ValidatedUrl!.ToString(),  					StatusCode = (int)response.StatusCode,  					Title = Title,  					Description = Description,  					Keywords = Keywords,  					ContentType = response.Content.Headers.ContentType?.ToString(),  					Content = textOnly ? ExtractTextFromHtml(htmlDoc) : htmlDoc.DocumentNode.OuterHtml,  					MainContent = mainContent  				};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,69,4,T:System.Net.Http.HttpContent,,,,,var htmlContent = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Controllers\ProxyController.cs,62,4,T:System.Uri,,,,,var response = await _httpClient.GetAsync(validationResult.ValidatedUrl!);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService\PortfolioViewer.ApiService.csproj,File,PortfolioViewer\PortfolioViewer.ApiService\Program.cs,84,3,M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder),,,,,app.UseExceptionHandler();
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,,,Microsoft.AspNetCore.Mvc.Testing 9.0.11,,,,,"Microsoft.AspNetCore.Mvc.Testing, 9.0.11  Recommendation:  Remove Microsoft.AspNetCore.Mvc.Testing, and replace with new package Microsoft.AspNetCore.Mvc.Testing 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Services\ConfigurationHelperTests.cs,195,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(envName, null);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Services\ConfigurationHelperTests.cs,180,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(envName, ""40"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Services\ConfigurationHelperTests.cs,140,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(envName, null);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Services\ConfigurationHelperTests.cs,128,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(envName, ""1"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Services\ConfigurationHelperTests.cs,91,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(envName, null);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Services\ConfigurationHelperTests.cs,77,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(envName, ""123"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Services\ConfigurationHelperTests.cs,46,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(envName, null);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Services\ConfigurationHelperTests.cs,32,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(envName, ""from-env"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,661,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,619,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,577,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,538,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,496,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,428,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,374,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,335,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,296,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,256,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,212,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,168,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,117,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerHtmlProcessingTests.cs,66,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,751,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,710,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,669,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,621,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,577,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,530,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(""{}"", Encoding.UTF8, ""application/json"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,396,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(searchResultJson, Encoding.UTF8, ""application/json"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,192,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,162,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,129,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,108,3,T:System.Uri,,,,,var actualUri = new Uri(fetchResponse.Url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,108,3,M:System.Uri.#ctor(System.String),,,,,var actualUri = new Uri(fetchResponse.Url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,107,3,T:System.Uri,,,,,var expectedUri = new Uri(testUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,107,3,M:System.Uri.#ctor(System.String),,,,,var expectedUri = new Uri(testUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerTests.cs,85,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(testHtml, Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerUrlValidationTests.cs,323,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(""<html><body>Test</body></html>"", Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerUrlValidationTests.cs,299,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(""<html><body>Test</body></html>"", Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerUrlValidationTests.cs,274,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(""<html><body>Test</body></html>"", Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerUrlValidationTests.cs,226,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(""<html><body>Test</body></html>"", Encoding.UTF8, ""text/html"")  			};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\PortfolioViewer.ApiService.UnitTests.csproj,File,PortfolioViewer\PortfolioViewer.ApiService.UnitTests\Controllers\ProxyControllerUrlValidationTests.cs,115,3,T:System.Net.Http.HttpContent,,,,,"var responseMessage = new HttpResponseMessage(HttpStatusCode.OK)  			{  				Content = new StringContent(""<html><body>Test</body></html>"", Encoding.UTF8, ""text/html"")  			};"
